institute_std,class_id,content_id,class_name,content_title,content_order,learner_count,attempt_count,question_count,avg_score_pct,avg_accuracy_expected_pct,avg_completion_pct,content_mapping_confidence,tas_proxy_score_pct,evidence_score,evidence_level
Nagie's Angels  Educational Centre,254,4415.0,Social Studies for JHS- BECE,Entrepreneurship,1.0,1,1,1,17.5,17.5,100.0,HIGH,34.0,9.47,VERY_LOW
Nagie's Angels  Educational Centre,254,4416.0,Social Studies for JHS- BECE,Problems of development in Ghana,1.0,1,1,1,17.5,17.5,100.0,HIGH,34.0,9.47,VERY_LOW
Nagie's Angels Educational Centre,255,5673.0,English Language for BECE,Pronouns,1.0,1,1,1,62.5,62.5,100.0,HIGH,70.0,9.47,VERY_LOW
Nagies Angels Educational Centre,253,776.0,Mathematics for BECE,MULTIPLICATION OF TWO BINOMIALS,26.0,2,2,2,45.0,45.0,100.0,HIGH,56.0,12.27,VERY_LOW
North Ridge Lyceum,253,776.0,Mathematics for BECE,MULTIPLICATION OF TWO BINOMIALS,26.0,1,1,2,90.0,90.0,100.0,HIGH,92.0,9.47,VERY_LOW
Nursing School,262,2150.0,Integrated Science for WASSCE,Ecosystem,1.0,1,1,25,100.0,100.0,100.0,HIGH,100.0,9.47,VERY_LOW
Nursing School,262,2274.0,Integrated Science for WASSCE,Reproductive Systems And Growth In Mammals,1.0,1,1,31,100.0,100.0,100.0,HIGH,100.0,9.47,VERY_LOW
Nursing School,262,2310.0,Integrated Science for WASSCE,Coordination of Life Processes(Nervous System),1.0,1,1,2,100.0,100.0,100.0,HIGH,100.0,9.47,VERY_LOW
Nursing School,262,2327.0,Integrated Science for WASSCE,Radioactivity,1.0,1,1,32,96.15,96.15,100.0,HIGH,96.92,9.47,VERY_LOW
Nursing School,262,2376.0,Integrated Science for WASSCE,"Forces, Motion And Pressure",1.0,1,1,10,96.15,96.15,100.0,HIGH,96.92,9.47,VERY_LOW
Nursing School,262,2386.0,Integrated Science for WASSCE,Pressure,1.0,1,1,5,96.15,96.15,100.0,HIGH,96.92,9.47,VERY_LOW
Nursing School,262,2493.0,Integrated Science for WASSCE,Reproduction And Growth In Plants,1.0,1,2,73,95.64054794520548,95.64054794520548,100.0,HIGH,96.51,10.27,VERY_LOW
Nursing School,262,2520.0,Integrated Science for WASSCE,Respiratory System,1.0,1,1,31,96.67,96.67,100.0,HIGH,97.34,9.47,VERY_LOW
Nursing School,262,4720.0,Integrated Science for WASSCE,Preparation of Gases,1.0,1,1,4,96.15,96.15,100.0,HIGH,96.92,9.47,VERY_LOW
Nursing School,262,4723.0,Integrated Science for WASSCE,Rates of Reaction,1.0,1,2,16,95.071875,95.071875,100.0,HIGH,96.06,10.27,VERY_LOW
Nursing School,262,4724.0,Integrated Science for WASSCE,Tectonic Movements,1.0,1,1,1,96.67,96.67,100.0,HIGH,97.34,9.47,VERY_LOW
OPOKU WARE SCHOOL,597,6456.0,English Language for GES -  SHS,UNIT I: PURE VOWELS (SHORT VOWELS),1.0,1,2,4,52.5,52.5,100.0,HIGH,62.0,10.27,VERY_LOW
OPOKU WARE SCHOOL,597,6458.0,English Language for GES -  SHS,UNIT 3: NOUNS,1.0,2,2,11,68.18181818181819,68.18181818181819,100.0,HIGH,74.55,12.27,VERY_LOW
OPOKU WARE SCHOOL,597,6460.0,English Language for GES -  SHS,UNIT 5: GENRES OF LITERATURE,1.0,1,1,4,90.0,90.0,100.0,HIGH,92.0,9.47,VERY_LOW
OPOKU WARE SCHOOL,597,6462.0,English Language for GES -  SHS,UNIT 7: PRONOUNS,1.0,1,1,1,90.0,90.0,100.0,HIGH,92.0,9.47,VERY_LOW
OWASS,597,6460.0,English Language for GES -  SHS,UNIT 5: GENRES OF LITERATURE,1.0,1,1,4,40.0,40.0,100.0,HIGH,52.0,9.47,VERY_LOW
OWASS,597,6461.0,English Language for GES -  SHS,UNIT 6: RECOGNISE THE MAIN IDEAS IN LEVEL-APPROPRIATE ORAL TEXTS.,1.0,1,1,2,40.0,40.0,100.0,HIGH,52.0,9.47,VERY_LOW
OWASS,597,6463.0,English Language for GES -  SHS,UNIT 8: CHARACTER/CHARACTERISATION,1.0,1,1,3,40.0,40.0,100.0,HIGH,52.0,9.47,VERY_LOW
OWASS,597,6469.0,English Language for GES -  SHS,UNIT 14: CONSONANT SOUNDS,1.0,1,1,1,40.0,40.0,100.0,HIGH,52.0,9.47,VERY_LOW
Opoku Ware School,263,2662.0,Biology for WASSCE,REPRODUCTION IN PLANTS,1.0,1,1,1,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4781.0,Biology for WASSCE,THE DIVERSITY OF LIVING THINGS,1.0,1,1,6,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4782.0,Biology for WASSCE,LIFE PROCESSES IN LIVING THINGS I,1.0,1,1,1,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4783.0,Biology for WASSCE,"STRUCTURE, MODE OF LIFE AND ECONOMIC IMPORTANCE OF SOME INSECTS",1.0,1,1,1,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4784.0,Biology for WASSCE,INTERACTIONS IN NATURE I,1.0,1,1,4,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4785.0,Biology for WASSCE,LIFE PROCESSES IN LIVING THINGS II,1.0,1,1,1,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4787.0,Biology for WASSCE,HUMAN ECOLOGY AND HEALTH,1.0,1,1,6,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4788.0,Biology for WASSCE,INTERACTIONS IN NATURE II,1.0,1,1,4,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4789.0,Biology for WASSCE,THE CELL II,1.0,1,1,1,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4790.0,Biology for WASSCE,PLANT ANATOMY,1.0,1,1,2,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4798.0,Biology for WASSCE,NUTRITION IN MAMMALS,1.0,1,1,1,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4800.0,Biology for WASSCE,RESPIRATION IN MAMMALS,1.0,1,1,1,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4801.0,Biology for WASSCE,EXCRETION AND HOMEOSTASIS IN MAMMALS,1.0,1,1,2,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4803.0,Biology for WASSCE,CONTROL AND COORDINATION IN MAMMALS,1.0,1,1,4,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4804.0,Biology for WASSCE,REPRODUCTION IN MAMMALS,1.0,1,1,3,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,263,4805.0,Biology for WASSCE,"GENETICS, VARIATION AND EVOLUTION",1.0,1,1,3,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Opoku Ware School,597,6456.0,English Language for GES -  SHS,UNIT I: PURE VOWELS (SHORT VOWELS),1.0,2,2,7,87.14285714285714,87.14285714285714,100.0,HIGH,89.71,12.27,VERY_LOW
Opoku Ware School,597,6457.0,English Language for GES -  SHS,UNIT 2: READING TECHNIQUES,1.0,1,1,2,50.0,50.0,100.0,HIGH,60.0,9.47,VERY_LOW
Opoku Ware School,597,6458.0,English Language for GES -  SHS,UNIT 3: NOUNS,1.0,3,3,11,79.0909090909091,79.0909090909091,100.0,HIGH,83.27,15.07,VERY_LOW
Opoku Ware School,597,6459.0,English Language for GES -  SHS,UNIT 4: COHESIVE DEVICES IN PARAGRAPH DEVELOPMENT,1.0,1,1,2,50.0,50.0,100.0,HIGH,60.0,9.47,VERY_LOW
Opoku Ware School,597,6460.0,English Language for GES -  SHS,UNIT 5: GENRES OF LITERATURE,1.0,2,2,5,66.0,66.0,100.0,HIGH,72.8,12.27,VERY_LOW
Opoku Ware School,597,6461.0,English Language for GES -  SHS,UNIT 6: RECOGNISE THE MAIN IDEAS IN LEVEL-APPROPRIATE ORAL TEXTS.,1.0,1,1,1,70.0,70.0,100.0,HIGH,76.0,9.47,VERY_LOW
Opoku Ware School,597,6469.0,English Language for GES -  SHS,UNIT 14: CONSONANT SOUNDS,1.0,1,1,5,70.0,70.0,100.0,HIGH,76.0,9.47,VERY_LOW
Opoku Ware School,598,6471.0,Integrated  Science for GES - SHS,Characteristics of science and how they are applied in everyday life.,1.0,1,1,1,10.0,10.0,100.0,HIGH,28.0,9.47,VERY_LOW
Opoku Ware School,598,6473.0,Integrated  Science for GES - SHS,Demonstrate understanding of liquids in the Lives of humans.,1.0,1,1,9,10.0,10.0,100.0,HIGH,28.0,9.47,VERY_LOW
Opuku Ware School,597,6457.0,English Language for GES -  SHS,UNIT 2: READING TECHNIQUES,1.0,1,1,6,30.0,30.0,100.0,HIGH,44.0,9.47,VERY_LOW
Opuku Ware School,597,6459.0,English Language for GES -  SHS,UNIT 4: COHESIVE DEVICES IN PARAGRAPH DEVELOPMENT,1.0,1,1,2,30.0,30.0,100.0,HIGH,44.0,9.47,VERY_LOW
Physics,262,2493.0,Integrated Science for WASSCE,Reproduction And Growth In Plants,1.0,1,1,28,40.0,40.0,100.0,HIGH,52.0,9.47,VERY_LOW
Physics,262,2520.0,Integrated Science for WASSCE,Respiratory System,1.0,1,1,31,40.0,40.0,100.0,HIGH,52.0,9.47,VERY_LOW
Physics,262,4724.0,Integrated Science for WASSCE,Tectonic Movements,1.0,1,1,1,40.0,40.0,100.0,HIGH,52.0,9.47,VERY_LOW
Preset pacesetters shs,291,5742.0,French for WASSCE,VERBES,1.0,1,1,16,22.5,22.5,100.0,HIGH,38.0,9.47,VERY_LOW
Preset pacesetters shs,291,5743.0,French for WASSCE,PRONOMS,1.0,1,1,3,22.5,22.5,100.0,HIGH,38.0,9.47,VERY_LOW
Preset pacesetters shs,291,5744.0,French for WASSCE,ADJECTIF,1.0,1,1,4,22.5,22.5,100.0,HIGH,38.0,9.47,VERY_LOW
Preset pacesetters shs,291,5746.0,French for WASSCE,ADVERBE,1.0,1,1,1,22.5,22.5,100.0,HIGH,38.0,9.47,VERY_LOW
Preset pacesetters shs,291,5759.0,French for WASSCE,LA VOIX PASSIVE ET ACTIVE,1.0,1,1,2,22.5,22.5,100.0,HIGH,38.0,9.47,VERY_LOW
Preset pacesetters shs,291,5766.0,French for WASSCE,LA NEGATION,1.0,1,1,1,22.5,22.5,100.0,HIGH,38.0,9.47,VERY_LOW
Preset pacesetters shs,291,5767.0,French for WASSCE,PREPOSITIONS,1.0,1,1,4,22.5,22.5,100.0,HIGH,38.0,9.47,VERY_LOW
Preset pacesetters shs,291,5769.0,French for WASSCE,NOMS,1.0,1,1,4,22.5,22.5,100.0,HIGH,38.0,9.47,VERY_LOW
Preset shs,262,2327.0,Integrated Science for WASSCE,Radioactivity,1.0,1,1,32,78.85,78.85,100.0,HIGH,83.08,9.47,VERY_LOW
Preset shs,262,2376.0,Integrated Science for WASSCE,"Forces, Motion And Pressure",1.0,1,1,10,78.85,78.85,100.0,HIGH,83.08,9.47,VERY_LOW
Preset shs,262,2386.0,Integrated Science for WASSCE,Pressure,1.0,1,1,5,78.85,78.85,100.0,HIGH,83.08,9.47,VERY_LOW
Preset shs,262,4720.0,Integrated Science for WASSCE,Preparation of Gases,1.0,1,1,4,78.85,78.85,100.0,HIGH,83.08,9.47,VERY_LOW
Preset shs,262,4723.0,Integrated Science for WASSCE,Rates of Reaction,1.0,1,1,1,78.85,78.85,100.0,HIGH,83.08,9.47,VERY_LOW
Prince Of Peace Methodist Church,262,2327.0,Integrated Science for WASSCE,Radioactivity,1.0,2,2,32,91.35,91.35,100.0,HIGH,93.08,12.27,VERY_LOW
Prince Of Peace Methodist Church,262,2376.0,Integrated Science for WASSCE,"Forces, Motion And Pressure",1.0,2,2,10,91.35,91.35,100.0,HIGH,93.08,12.27,VERY_LOW
Prince Of Peace Methodist Church,262,2386.0,Integrated Science for WASSCE,Pressure,1.0,2,2,5,91.35,91.35,100.0,HIGH,93.08,12.27,VERY_LOW
Prince Of Peace Methodist Church,262,2493.0,Integrated Science for WASSCE,Reproduction And Growth In Plants,1.0,3,4,73,61.87410852713178,61.87410852713178,100.0,HIGH,69.5,15.87,VERY_LOW
Prince Of Peace Methodist Church,262,2520.0,Integrated Science for WASSCE,Respiratory System,1.0,3,3,31,65.55666666666667,65.55666666666667,100.0,HIGH,72.45,15.07,VERY_LOW
Prince Of Peace Methodist Church,262,4720.0,Integrated Science for WASSCE,Preparation of Gases,1.0,2,2,4,91.35,91.35,100.0,HIGH,93.08,12.27,VERY_LOW
Prince Of Peace Methodist Church,262,4723.0,Integrated Science for WASSCE,Rates of Reaction,1.0,3,3,16,59.2764705882353,59.2764705882353,100.0,HIGH,67.42,15.07,VERY_LOW
Prince Of Peace Methodist Church,262,4724.0,Integrated Science for WASSCE,Tectonic Movements,1.0,3,3,1,65.55666666666667,65.55666666666667,100.0,HIGH,72.45,15.07,VERY_LOW
Prince Of Peace Methodists Church,262,2124.0,Integrated Science for WASSCE,"Transport-diffusion, Osmosis And Plasmolysis",1.0,1,1,18,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Prince Of Peace Methodists Church,262,2137.0,Integrated Science for WASSCE,Solar Energy,1.0,1,1,4,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Prince Of Peace Methodists Church,262,2150.0,Integrated Science for WASSCE,Ecosystem,1.0,1,1,27,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Prince Of Peace Methodists Church,262,2327.0,Integrated Science for WASSCE,Radioactivity,1.0,2,2,32,81.72999999999999,81.72999999999999,100.0,HIGH,85.38,12.27,VERY_LOW
Prince Of Peace Methodists Church,262,2376.0,Integrated Science for WASSCE,"Forces, Motion And Pressure",1.0,2,2,10,81.72999999999999,81.72999999999999,100.0,HIGH,85.38,12.27,VERY_LOW
Prince Of Peace Methodists Church,262,2386.0,Integrated Science for WASSCE,Pressure,1.0,2,2,5,81.72999999999999,81.72999999999999,100.0,HIGH,85.38,12.27,VERY_LOW
Prince Of Peace Methodists Church,262,2493.0,Integrated Science for WASSCE,Reproduction And Growth In Plants,1.0,2,3,73,35.82841584158416,35.82841584158416,100.0,HIGH,48.66,13.07,VERY_LOW
Prince Of Peace Methodists Church,262,2520.0,Integrated Science for WASSCE,Respiratory System,1.0,2,3,33,39.396875,39.396875,100.0,HIGH,51.52,13.07,VERY_LOW
Prince Of Peace Methodists Church,262,4720.0,Integrated Science for WASSCE,Preparation of Gases,1.0,2,2,4,81.72999999999999,81.72999999999999,100.0,HIGH,85.38,12.27,VERY_LOW
Prince Of Peace Methodists Church,262,4723.0,Integrated Science for WASSCE,Rates of Reaction,1.0,2,3,16,37.559411764705885,37.559411764705885,100.0,HIGH,50.05,13.07,VERY_LOW
Prince Of Peace Methodists Church,262,4724.0,Integrated Science for WASSCE,Tectonic Movements,1.0,2,2,1,39.17,39.17,100.0,HIGH,51.34,12.27,VERY_LOW
Prince Of Peace Methodists Church,262,4725.0,Integrated Science for WASSCE,Water Movements,1.0,1,1,5,46.43,46.43,100.0,HIGH,57.14,9.47,VERY_LOW
Prince of Peace Methodist Church,262,2124.0,Integrated Science for WASSCE,"Transport-diffusion, Osmosis And Plasmolysis",1.0,1,1,18,33.93,33.93,100.0,HIGH,47.14,9.47,VERY_LOW
Prince of Peace Methodist Church,262,2137.0,Integrated Science for WASSCE,Solar Energy,1.0,1,1,4,33.93,33.93,100.0,HIGH,47.14,9.47,VERY_LOW
Prince of Peace Methodist Church,262,2150.0,Integrated Science for WASSCE,Ecosystem,1.0,1,1,27,33.93,33.93,100.0,HIGH,47.14,9.47,VERY_LOW
Prince of Peace Methodist Church,262,2327.0,Integrated Science for WASSCE,Radioactivity,1.0,2,2,32,57.69,57.69,100.0,HIGH,66.15,12.27,VERY_LOW
Prince of Peace Methodist Church,262,2376.0,Integrated Science for WASSCE,"Forces, Motion And Pressure",1.0,2,2,10,57.69,57.69,100.0,HIGH,66.15,12.27,VERY_LOW
Prince of Peace Methodist Church,262,2386.0,Integrated Science for WASSCE,Pressure,1.0,2,2,5,57.69,57.69,100.0,HIGH,66.15,12.27,VERY_LOW
Prince of Peace Methodist Church,262,2493.0,Integrated Science for WASSCE,Reproduction And Growth In Plants,1.0,2,3,73,92.22772277227723,92.22772277227723,100.0,HIGH,93.78,13.07,VERY_LOW
Prince of Peace Methodist Church,262,2520.0,Integrated Science for WASSCE,Respiratory System,1.0,2,3,33,88.2478125,88.2478125,100.0,HIGH,90.6,13.07,VERY_LOW
Prince of Peace Methodist Church,262,4720.0,Integrated Science for WASSCE,Preparation of Gases,1.0,2,2,4,57.69,57.69,100.0,HIGH,66.15,12.27,VERY_LOW
Prince of Peace Methodist Church,262,4723.0,Integrated Science for WASSCE,Rates of Reaction,1.0,2,3,16,90.61058823529413,90.61058823529413,100.0,HIGH,92.49,13.07,VERY_LOW
Prince of Peace Methodist Church,262,4724.0,Integrated Science for WASSCE,Tectonic Movements,1.0,2,2,1,90.0,90.0,100.0,HIGH,92.0,12.27,VERY_LOW
Prince of Peace Methodist Church,262,4725.0,Integrated Science for WASSCE,Water Movements,1.0,1,1,5,33.93,33.93,100.0,HIGH,47.14,9.47,VERY_LOW
Prince of Peace Methodist Church,263,4781.0,Biology for WASSCE,THE DIVERSITY OF LIVING THINGS,1.0,1,1,1,37.7,37.7,100.0,HIGH,50.16,9.47,VERY_LOW
Prince of Peace Methodist Church,263,4784.0,Biology for WASSCE,INTERACTIONS IN NATURE I,1.0,1,1,2,37.7,37.7,100.0,HIGH,50.16,9.47,VERY_LOW
Prince of Peace Methodist Church,263,4785.0,Biology for WASSCE,LIFE PROCESSES IN LIVING THINGS II,1.0,1,1,1,37.7,37.7,100.0,HIGH,50.16,9.47,VERY_LOW
Prince of Peace Methodist Church,263,4789.0,Biology for WASSCE,THE CELL II,1.0,1,1,1,37.7,37.7,100.0,HIGH,50.16,9.47,VERY_LOW
Prince of Peace Methodist Church,263,4791.0,Biology for WASSCE,NUTRITION IN PLANTS,1.0,1,1,3,37.7,37.7,100.0,HIGH,50.16,9.47,VERY_LOW
Prince of Peace Methodist Church,263,4800.0,Biology for WASSCE,RESPIRATION IN MAMMALS,1.0,1,1,2,37.7,37.7,100.0,HIGH,50.16,9.47,VERY_LOW
Prince of Peace Methodist Church,263,4802.0,Biology for WASSCE,MOVEMENT AND SUPPORT IN MAMMALS,1.0,1,1,1,37.7,37.7,100.0,HIGH,50.16,9.47,VERY_LOW
SHS,258,1818.0,Elective Mathematics for WASSCE,SURDS,1.0,1,1,2,34.0,34.0,100.0,HIGH,47.2,9.47,VERY_LOW
SHS,258,1830.0,Elective Mathematics for WASSCE,BINOMIAL THEOREM,1.0,1,1,44,34.0,34.0,100.0,HIGH,47.2,9.47,VERY_LOW
SHS,262,2327.0,Integrated Science for WASSCE,Radioactivity,1.0,2,2,32,35.58,35.58,100.0,HIGH,48.46,12.27,VERY_LOW
SHS,262,2376.0,Integrated Science for WASSCE,"Forces, Motion And Pressure",1.0,2,2,10,35.58,35.58,100.0,HIGH,48.46,12.27,VERY_LOW
SHS,262,2386.0,Integrated Science for WASSCE,Pressure,1.0,2,2,5,35.58,35.58,100.0,HIGH,48.46,12.27,VERY_LOW
SHS,262,2493.0,Integrated Science for WASSCE,Reproduction And Growth In Plants,1.0,1,1,28,30.0,30.0,100.0,HIGH,44.0,9.47,VERY_LOW
SHS,262,2520.0,Integrated Science for WASSCE,Respiratory System,1.0,1,1,31,30.0,30.0,100.0,HIGH,44.0,9.47,VERY_LOW
SHS,262,4720.0,Integrated Science for WASSCE,Preparation of Gases,1.0,2,2,4,35.58,35.58,100.0,HIGH,48.46,12.27,VERY_LOW
SHS,262,4723.0,Integrated Science for WASSCE,Rates of Reaction,1.0,2,2,1,35.58,35.58,100.0,HIGH,48.46,12.27,VERY_LOW
SHS,262,4724.0,Integrated Science for WASSCE,Tectonic Movements,1.0,1,1,1,30.0,30.0,100.0,HIGH,44.0,9.47,VERY_LOW
SHS,291,5742.0,French for WASSCE,VERBES,1.0,2,2,17,30.441176470588236,30.441176470588236,100.0,HIGH,44.35,12.27,VERY_LOW
SHS,291,5743.0,French for WASSCE,PRONOMS,1.0,2,2,11,33.541666666666664,33.541666666666664,100.0,HIGH,46.83,12.27,VERY_LOW
SHS,291,5744.0,French for WASSCE,ADJECTIF,1.0,2,2,13,34.42307692307692,34.42307692307692,100.0,HIGH,47.54,12.27,VERY_LOW
SHS,291,5745.0,French for WASSCE,DETERMINANTS,1.0,1,1,2,17.5,17.5,100.0,HIGH,34.0,9.47,VERY_LOW
SHS,291,5746.0,French for WASSCE,ADVERBE,1.0,2,2,11,30.0,30.0,100.0,HIGH,44.0,12.27,VERY_LOW
SHS,291,5749.0,French for WASSCE,EXPLIQUER LES SYSTEMES EDUCATIFS,1.0,1,1,1,45.0,45.0,100.0,HIGH,56.0,9.47,VERY_LOW
SHS,291,5759.0,French for WASSCE,LA VOIX PASSIVE ET ACTIVE,1.0,2,2,3,35.833333333333336,35.833333333333336,100.0,HIGH,48.67,12.27,VERY_LOW
SHS,291,5766.0,French for WASSCE,LA NEGATION,1.0,2,2,4,34.0,34.0,100.0,HIGH,47.2,12.27,VERY_LOW
SHS,291,5767.0,French for WASSCE,PREPOSITIONS,1.0,2,2,3,35.833333333333336,35.833333333333336,100.0,HIGH,48.67,12.27,VERY_LOW
SHS,291,5769.0,French for WASSCE,NOMS,1.0,2,2,5,23.0,23.0,100.0,HIGH,38.4,12.27,VERY_LOW
School,263,4781.0,Biology for WASSCE,THE DIVERSITY OF LIVING THINGS,1.0,1,1,1,50.82,50.82,100.0,HIGH,60.66,9.47,VERY_LOW
School,263,4784.0,Biology for WASSCE,INTERACTIONS IN NATURE I,1.0,1,1,2,50.82,50.82,100.0,HIGH,60.66,9.47,VERY_LOW
School,263,4785.0,Biology for WASSCE,LIFE PROCESSES IN LIVING THINGS II,1.0,1,1,1,50.82,50.82,100.0,HIGH,60.66,9.47,VERY_LOW
School,263,4789.0,Biology for WASSCE,THE CELL II,1.0,1,1,1,50.82,50.82,100.0,HIGH,60.66,9.47,VERY_LOW
School,263,4791.0,Biology for WASSCE,NUTRITION IN PLANTS,1.0,1,1,3,50.82,50.82,100.0,HIGH,60.66,9.47,VERY_LOW
School,263,4800.0,Biology for WASSCE,RESPIRATION IN MAMMALS,1.0,1,1,2,50.82,50.82,100.0,HIGH,60.66,9.47,VERY_LOW
School,263,4802.0,Biology for WASSCE,MOVEMENT AND SUPPORT IN MAMMALS,1.0,1,1,1,50.82,50.82,100.0,HIGH,60.66,9.47,VERY_LOW
Senior High School,262,2327.0,Integrated Science for WASSCE,Radioactivity,1.0,1,1,32,32.69,32.69,100.0,HIGH,46.15,9.47,VERY_LOW
Senior High School,262,2376.0,Integrated Science for WASSCE,"Forces, Motion And Pressure",1.0,1,1,10,32.69,32.69,100.0,HIGH,46.15,9.47,VERY_LOW
Senior High School,262,2386.0,Integrated Science for WASSCE,Pressure,1.0,1,1,5,32.69,32.69,100.0,HIGH,46.15,9.47,VERY_LOW
Senior High School,262,4720.0,Integrated Science for WASSCE,Preparation of Gases,1.0,1,1,4,32.69,32.69,100.0,HIGH,46.15,9.47,VERY_LOW
Senior High School,262,4723.0,Integrated Science for WASSCE,Rates of Reaction,1.0,1,1,1,32.69,32.69,100.0,HIGH,46.15,9.47,VERY_LOW
Senior high school student,262,2327.0,Integrated Science for WASSCE,Radioactivity,1.0,1,1,32,7.69,7.69,100.0,HIGH,26.15,9.47,VERY_LOW
